datasheet_id,line,button,description
3612,2,•,This model can be equipped with 1 hunter-killer missile.
3612,3,•,This model can be equipped with 1 storm bolter.
3612,4,•,This model can be equipped with 1 explorator augury web.
3613,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>"
3613,2,•,This model can be equipped with 1 hunter-killer missile.
3613,3,•,This model can be equipped with 1 storm bolter.
3613,4,•,This model can be equipped with 1 explorator augury web.
3614,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>"
3614,2,•,This model can be equipped with 1 hunter-killer missile.
3614,3,•,This model can be equipped with 1 storm bolter.
3614,4,•,This model can be equipped with 1 explorator augury web.
3615,1,•,This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons
3615,2,•,This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.
3616,1,•,This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons
3616,2,•,This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.
3617,1,•,This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons
3617,2,•,This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.
3618,1,•,This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons
3618,2,•,This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.
3619,1,•,This model’s 2 quad lascannons can be replaced with 2 laser destroyers.
3619,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer
3619,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3620,1,•,This model’s 2 quad lascannons can be replaced with 2 laser destroyers.
3620,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer
3620,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3621,1,•,This model’s 2 quad lascannons can be replaced with 2 laser destroyers.
3621,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer
3621,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3622,1,•,This model’s 2 quad lascannons can be replaced with 2 laser destroyers.
3622,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer
3622,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3623,1,•,"This model’s anvilus autocannon battery can be replaced with one of the following<ul style=""list-style-type:circle""><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>"
3623,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
3623,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>"
3624,1,•,"This model’s anvilus autocannon battery can be replaced with one of the following<ul style=""list-style-type:circle""><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>"
3624,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
3624,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>"
3625,1,•,"This model’s anvilus autocannon battery can be replaced with one of the following<ul style=""list-style-type:circle""><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>"
3625,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
3625,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>"
3626,1,•,"This model’s anvilus autocannon battery can be replaced with one of the following<ul style=""list-style-type:circle""><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>"
3626,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
3626,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>"
3627,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3627,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3628,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3628,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3629,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3629,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3630,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3630,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
3631,1,•,"This model’s Kratos battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>"
3631,2,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>"
3631,3,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>"
3631,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>"
3631,5,•,This model can be equipped with 1 hunter killer missile
3632,1,•,"This model’s Kratos battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>"
3632,2,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>"
3632,3,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>"
3632,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>"
3632,5,•,This model can be equipped with 1 hunter killer missile
3633,1,•,"This model’s Kratos battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>"
3633,2,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>"
3633,3,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>"
3633,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>"
3633,5,•,This model can be equipped with 1 hunter killer missile
3634,1,•,"This model’s Kratos battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>"
3634,2,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>"
3634,3,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>"
3634,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>"
3634,5,•,This model can be equipped with 1 hunter killer missile
3635,1,•,None
3636,1,•,None
3637,1,•,None
3638,1,•,None
3639,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3639,2,•,This model can be equipped with 1 hunter-killer missile.
3639,3,•,This model can be equipped with 1 storm bolter.
3640,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3640,2,•,This model can be equipped with 1 hunter-killer missile.
3640,3,•,This model can be equipped with 1 storm bolter.
3641,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3641,2,•,This model can be equipped with 1 hunter-killer missile.
3641,3,•,This model can be equipped with 1 storm bolter.
3642,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
3642,2,•,This model can be equipped with 1 hunter-killer missile.
3642,3,•,This model can be equipped with 1 storm bolter.
3643,1,•,"This model’s 2 heavy flamers can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>"
3643,2,•,"This model’s 2 lascannons can be replaced with on of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 volkite culverins</li></ul>"
3644,1,•,"This model’s 2 heavy flamers can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>"
3644,2,•,"This model’s 2 lascannons can be replaced with on of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 volkite culverins</li></ul>"
3645,1,•,"This model’s 2 heavy flamers can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>"
3645,2,•,"This model’s 2 lascannons can be replaced with on of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 volkite culverins</li></ul>"
3646,1,•,"This model’s 2 heavy flamers can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>"
